1,一婊更比一婊婊
0,低配版新垣结衣mix户田惠梨香+肥胖版苍井优双主，搭档JK版相武纱季、吉濑美智子、石原里美、トリンドル玲奈。一群平民出演做作的上流碧池。故事剧情套路太好猜，反转也无力。千叶雄大每次跟女主角的床戏都像是在搞拉拉，一看他就知道没有跟女性上床的经历。
0,层层炸裂的好剧本，我有点希望这是凑佳苗写的小说，因为太像她的风格了。滴血的美，在少女时代是魔鬼的最爱。
0,又名：我与我的洗脚婢们  故事还行 中二病娇带点小逻辑感觉原作会不错看 演技微妙
1,日本作家真的很多都是中二病极严重的，自我意淫的疯癫，二主角的动机简直幼稚cry啊苍天
0,不过不失的悬疑剧情，纵横交错的搞姬撕逼，最后火锅材料的大揭底，倒还真是对得起清水林妙可的邪教身份？！PS1:可能是刚看完【爸爸活】，飯豊まりえ 怎么看怎么一脸贫穷相；林妙可则一脸乡下散养野孩子的样子，和大小姐设定真不搭。PS2:床戏想笑，哪里师生，简直姐弟。
0,罗生门的剧作结构。与其说是青春期中二病，不如说是屈服于物化女性和年龄歧视之下的自我意识过剩，这点格局恐怕连成为自己人生的主角都办不到，就别老想着去操控别人了。
1,…可以的话还是别看了…看完了觉得好恶心ˊ_>ˋ
1,神剧情，以及清水富美加真的好贴角色，一股怨气+丧气+邪气
0,预期会很难看的倒是比预期的要好多了，个人更喜欢前半，反转实在是太无语了不够感。饭丰演不出那种感觉，清水依旧很合适这种复杂的角色就是可惜她自己不玩了。另外78的床戏实在是太好笑了，下次还是换跟男性拍吧
0,日本美少女PPT
0,有意思的小剧本，环环相扣的矛盾和悬念，作为文字小说应该很精彩，但是影视填充了校园及环境的实感又存在这种容易被吐槽的自我、中二的尴尬感，先天不足，后天也普通，小惊喜也只能归于平庸水平。PS：饭丰万理江双面人格表现甚佳，潜力黑暗系女演员。
0,好无聊。。。
0,好于预期
0,这片要是出在十年前能有个平地惊雷的效果，可现在都2017年了，百合片不黑你都不好意思出来见人了， 就显得平平无奇了
0,光鲜教会女子学院之下，是纵火，援交，盗窃，谋杀，不伦，食人，最恐怖的是自己崇拜的人成长后追求普通平庸小幸福；线索拼凑重构现实，所有人都是凶手则没有凶手；就悬疑情节来说做得不差，但中二邪恶过头，这么一个样衰扭曲心理变态的百合黑暗料理协会，大妹子们一定对文学有所误解
1,清水富美加你好，清水富美加再见，受不了这个演员的奇怪演技。
0,如此的邪恶、扭曲和变态，实在太爽了。
0,这名字取得相当于剧透噗哈哈哈哈 清新低配版园子温……以及 照例为78爱的打卡！
1,总以为站在舞台中心的少女。ps，妹子们的颜值，能再上个档次就更好了。
0,好神奇的剧情，全员烂人。
0,在逗我
0,作为一个推理小说，剧情我猜也能猜到，但是能看出来原作者想写一些关于七宗罪的含义，但是很可惜没有凸显出来。
0,和大部分日本电影一样涉及到暴力，性，血腥，杀戮。不像德国电影里的辩证批判主义，思考负面元素存在于社会的深意，而不仅仅像日本电影一样只是将零碎的元素加进去，满足人的幻想，刺激人的荷尔蒙，大概是因为日本社会压力太大了吧
0,一群小萝莉，看这片主要看一下玉城蒂娜的发展。【分数范围3-4分】
0,自我良好的幻想轻小说改编出来的果然就是这种影楼风格假富贵作品......如果不是千眼美子出家事件带来电影外的奇妙影响，其实这部作品非常容易被人看完就忘。
0,为啥跳楼没死？？
0,太。。无聊了。。
0,剧情黑暗就黑暗吧，可是结局是什么鬼？？？#谷阿莫
0,咦，搞笑了。开头就猜到结局……
0,日式的校园霸凌，少女故作成熟使坏，表演太造作
0,貌似有本小说叫什么什么八仙汤的·····谁抄谁？
0,青春期女子乌托邦的意淫
0,螳螂捕蝉，黄雀在后。比较无聊的剧情。
1,贱人自有天收
1,什么戏精
0,铃兰花之毒毒不过女人的蛇蝎心肠。 清水的眼神妖冶味十足。
0,作业太少系列
0,小日本的电影 十部有九部是变态 看完每每后悔
1,饭丰真好看！！！不过果然其他人演技都一坨屎一样 剧情嘛大概是猜得到的
0,好邪恶，搞不懂
0,女主角也许是侦探吧，病娇，师生恋，最后还有吃人。
0,快进看完。
1,cnm的变态
0,莫名其妙的剧情
1,以为是智障玛丽苏 没有料到是生吃的cult 笑出声
1,一群有病的女学生……
1,深井冰之剧本，无力bb
0,。。。哎～
0,中二得不行……
0,逻辑不通
0,剧情无视，就是来看甜美的姑娘们
0,阔怕
1,一帮神经病群魔乱舞
1,一群既不美又不聪明还各种耍智障的乐色女子。。
0,中二片的魅力大概在于都这么套路了还是让人觉得他妈的怎么这么中二。玉成tina惊恐的样子非常可爱，像只瞪大眼睛的小动物。
0,日本的一群JK无聊就开了这种黑暗料理读书会，最后领悟了人生？
0,每个女演员长得都像白百合
0,教做人
1,吗的微博上推荐，截图全是床照，老子以为黄片…mmp看这种烂片时间都被浪费了
0,进击的日本新生代女演员们。饭丰太像新垣结衣了，某些爆发点倒是有演技可谈，清水富美加值得期待；但目前为止，无人能撼动广濑丝丝在一众小辈演员中，于我心中的地位。不想谈剧情，几个反转点很有噱头，还是无聊了些，生搬硬套之感。
0,看到最后 胃抽得疼。。。如果有o，就是o疼了。。
0,男主角：“我只是想好好谈个恋爱，结果工作丢了、孩子没了、老婆死了”
0,真烂
1,妓女和婊子的集合！
0,不知道是低龄向还是粉丝向，比较中二的罗生门结构，没啥大意思。
0,女子学院真可怕………
0,我给国产电影道个歉。
1,看五分钟就猜到了结局，唯一没猜到的地方是会长跟老师搞到了一起；比剧情更阔怕的是演员扭曲的长相和更加扭曲的演技；小平的五官真是精致到不可思议
1,片名有误，更正如下：蛇精病读书会。
0,这些女孩子真的是一本正经的作妖。因为你坏，我才跟你组队。后来你竟然想投诚，所以我必须除掉你，用你的血肉熬汤警示他人，巩固我的地位。不得不说女生之间的这种思想太可怕了（嗯，我也是诶！）萌上了饭丰酱，其实我只想来看清水和78而已啦，没想到78的酱油比我想象中打的还少…
0,感觉吃了难吃的东西
1,扭曲人性的变态
0,心理变态之日本最有名…
0,【外壳】叙事有特点  但是女主为啥没死成啊电影没圆上【内核】岛国的中二真是可爱呢【其他】男主没调教好
0,这是作业布置的太少了吧！吃饱了撑着
0,谷阿莫
1,颜值不行就是罪，那怕各种cult也减分了
0,高中女生的口味
0,剧本经不起推敲，总体太扯了
0,最后特恶心…挺无聊的…
0,好中二。
0,这种尴尬得要命的中二片，也就只有脑回路奇特的日本拍得出。真亏了她们还能在演绎时端着僵硬的表情说出那么做作的台词。
0,再见了我的中二心，清野菜名妹纸剪短头发好适合演花君啊
0,日推迷勿看，10分钟懂全剧系列。从凑姨起这种每个人一段第一人称找不和谐的梗已烂，套路就是极限反转:最亲切那个最凶恶，最亲密的关系最恶劣。外加中二病娇，全程和谐。女主？的演技也给130个再见
0,感觉很一般，情节都能想象得到，没有意外的惊喜！
0,人性的体验
0,矫情version的罗生门、中二病造作的巅峰。剧情上大的反转是两层。（感觉有点不够看，另外就觉得是奇数次的比较好）。福利是可以看到78的肉体。
0,厉害
0,全员恶女什么的w
0,本来是来看千叶雄大的床戏的，结果没啥好看的。哭着发现了普世真理:真正屌的女孩都得剪短发。千眼女士身上浓厚的反派感太有说服力了。
0,好做作。
0,女二跳戏
0,前半段量产版罗生门已经有点催眠，好在重点不在那；然而白石是怀孕被迫打胎、婊中之婊、主动跳楼，大部分观众十几分钟就能猜出来……但是她没死，跳楼没死本身就是侮辱推理的恶劣设定。后面澄川最大黑幕登场，谁都不意外，但是基于一个侮辱智商的前提下的硬转折，实在没什么好感。
1,为了78来看..是个无法欣赏的中二故事..清水富美加是本色出演还是演完精神分裂？
1,一个公主病加几个心怀鬼胎的洗脚婢，小孩子过家家。
0,很一般呀，感觉就是为了让观众出乎意料来拗剧情，内容很空洞，想表达什么？女孩子这种生物能有多恐怖？
1,哈哈哈哈哈什么几把
0,没看进去
1,#论戏精学院学生的自我修养
1,什么破玩意。
0,bug虽然很多，但是设定还是蛮有趣的，感觉更适合做舞台剧。
0,大概是中二病。
1,？日本高中生这么闲的？？？？
1,惊悚缜密，但是恶心，三观让我恶心的不行。
0,哈哈哈哈谷阿莫的解说好搞笑
0,嗯…
0,把几个女生脸熟了以后就猜到了结局…
0,为帅气的小老师打两颗星
1,剧情也太儿戏了，里面的jk怎么都喜欢矫揉造作地笑。
0,剧情让我不知道从何说起
0,真是应了最赞的那句“一婊更比一婊婊”，千叶在里面的床戏也太尬了吧，明明多么美好的肉体啊喂！
0,一群奇怪的女高中生，结局毫无悬念
0,好无聊好中二
1,千眼女士的颜值是负分！两星给78
1,我真是最近闲得无聊才看这莫名其妙的电影 这些个女的虚伪的笑真是令人作呕
0,好无聊啊看到开头猜到结尾……看78的念头支持我看到大结局结果完全就是个酱油
0,也算是比较典型的这类型日式电影，拍的很烂，节奏全无，全靠原著的悬疑撑着。
0,为了最后的女主假死复仇反转，为了最最后的女二反杀女主做一姐的反转，前面4个“配角”的铺垫太长，节奏太慢，太无聊了。本来想给1星，但因为3点给了2星：第一，吃人肉的暗黑料理重口味，第二，女主反被教做人，第三，一句台词“如果想报答，对象不应是施惠人，而应是更多没有被施惠到的可怜人” ，赞
0,暗黑塑料姐妹花……
0,完全不知道是什么？？？表白玉城Tina
0,浪费了108分钟
1,婊子们的狂欢
0,还成吧……
0,超级中二的故事
0,控制欲那么强的，有点站不住脚。全片看起来有点搞笑！属于没营养片，能不看就别看了。
0,日本电影里的女高中生反正就是除了学习什么都干呗
0,演员演技有待提高
1,不是很懂电影要表达什么？！塑料姐妹花？圣母婊绿茶婊真的是牛逼！都不用读书的嘛？
0,这角色跟清水富美加本人的邪教身份更贴合了……[Bye][Bye][Bye][Bye][Bye][Bye]超级中二病 这片放十年前可能会很惊艳，但是现在可能看多了只觉得中二得好尴尬，一群演技夸张的年轻演员来演也不怎么好看。火锅底料想想就好有病
0,如果需要配角来方便娱乐 ，那么命运也只配曲解。你我其实都平庸 ，自己的故事里自己就像太阳。她们加入文学社的最大受益就是能虚构自己的小说 。自己组队开的副本 ，别人操控的主线 。都不知道那天又会被替换呢……
0,…后悔看掉了…看完很抑郁…很恶心…很想吐…整部电影风格也很压抑…剧情我真的接受不了…我相信大部分人也不会很喜欢这类猎奇的毫无理由的复仇剧情…觉得自己三观被刷新了…emmmmmmm…不想再看第二次…
1,智障
0,完全无聊
0,助纣为虐…
0,看了开头猜到结局的片
0,…呵呵
1,一婊更比一婊婊
1,想问两位男演员：握着空气互撸是几个意思！？
0,男主美得像大理石浮雕而且还很闷骚，是我喜欢的类型。就算这个性觉醒故事老套吧，看评论一群什么都没经历过的人在那儿指指点点、看人挑水不吃力也蛮扯淡的。没有欲望不能活，但欲望也不是生活，中年出柜顾虑多...
0,幸亏耻度和颜值不错，演员够豪放自然，结尾让人有点难过，让人见识了自由这把双刃剑，男主角选择自由，脑子想一回事，身体却要做另一回事，只要他愿意在感情和孤独，出柜和家庭之间选择，这种只痛自己一个人的做法倒也是最简单的，只要他愿意承受，他这种渣男行径反正也是在自作自受。★★★
0,在黑白灰的世界，灰色是容易呈现的一个面，可深可浅混沌的难以分辨，有时候，非黑即白是理想，灰度灰则是生活。
0,如果你住在宿舍或者與父母同居， 請帶上耳機觀看此片.
0,色调倒是不错，其他地方很一般，有bgm响起的地方才有感觉。[D+]
0,颜值和肉体还行 片尾曲好听 不过这个导演 不会拍床戏就别特意拍私密镜头 太假 = =
1,太特么操蛋的故事...说到底也就是个中年危机...Why don't you just grow up and buy an effing sports car and be a sugar daddy?
0,双性恋的那点破事...
0,剧情弱，总不能靠着色调和BGM撸完一部电影吧。
0,原声真的好听
0,被名字吸引看的，可惜还是不好看
0,“你想过什么样的生活，这么简单的一个问题可以毁了你。” 谁愿意掉入灰色区域？都是被生活所迫，而勇敢不是说说就能做出的决定。“我不喜欢大团圆结局。” 其实谁不希望大团圆呢，只是生活看得多了，知道那并不是真的。
0,啥时候看的，忘了
0,花了100多分钟讲述了一个道理：无法对自己和家庭负责的“深柜渣男”就算变成同志也还是“渣男”，也就是说等于电影讲了100分钟的废话。
0,没有爱就没有意义。
0,又是套路，好多导演都热衷于表现这种灰色的状态，但灰色又怎么样，选择权在你，一切都是自作孽。男主很棒！
0,剧情就算了就连床戏也毫无撸点 拜拜.gif
0,既不解渴也没神马味道 平庸的作品哎。。
0,导演也许想拍一个大量对白对的电影，可惜节奏和话题都很烂，简直话唠片
0,色调可真美
0,不能再多了
0,昏睡了几次才把他看完，实在无聊，
0,阅
0,本以为是低配版的the weekend 没想到是更低配版的 the one 前半段火花铺垫什么的超级好 结果后半段整段垮掉。
0,太无聊了
0,要不是中间有段床戏就睡着了
0,其实  那个摄影  让人很是困惑  而且   我当小黄片儿看了><
0,没有冲突，没有情感变换，看起来好吃力。
0,勉强两星半吧，真的是一般。
1,看不下去，丑
0,不要找借口啊不要找借口。
0,剧情好无聊。。。。30分钟弃
0,看完一点印象都没有系列。。
0,不知道自己要什么的时候，千万不要因为所谓的理所当然而迁就。这样对谁都是伤害。
0,若不幸嫁了一个同性的或双性的男人，我一定会疯了
0,什麼東西!看得讓人生氣
0,一次ML soft flash 其实不好，片名倒是印象深刻
0,骗婚渣同甩了同妻后，利用职务之便勾搭同事，然后周旋其间的故事，好垃圾
0,男主性感.真正意义的帅大叔
0,配乐好，拍摄一般，剧本索然无味，有些台词毫无意义。电影之后能留下记忆最深的是，老板说的那句话“把自己弄脏”你才能成功！
0,莫名不喜欢这部摄影/零散
0,剧情太俗套了，男主大写的软弱，电影名字吸引人，然而成品太难看
0,已婚男人，同志
0,故事略狗血俗套，人物的矛盾设计也颇不合情理，唯独原声好好听！
0,Bruno 是 Architect 吗...除了颜值之外一点都不贴切（捂脸），别骗我了！！！
0,主题表达不清，结尾什么鬼，就这么完了？
0,男主像我家兰兰。唔根本没看到爱情。。。两首配音蛮好听的诶
0,这电影讲明白了啥？
0,毫无剧情可言，唯一亮点是片尾曲
0,表示我只看上了片尾曲。
0,又臭又长，节奏慢加上屎一样的剧情，半星给结尾配乐
0,让人昏昏欲睡的剧情，老掉牙的结局。你把我从婚姻中彻底带到了gay圈，但又容不得我半点挣扎犹豫，最后分手收场，太扯了吧。《爱的唯一》《底层人生》《卡瓦》都是类似的剧情和结局。
0,好烂激情戏就那么一下，被名字骗来看的，以为大尺度，总结一下男主要自由，想要的跟身体的反应又不同步，出柜跟家庭间的选择还有不坚定的爱一个人，结尾看似他很可怜，但摆明就是渣男自作自受
0,其实我没看过，来平衡下分数
0,最近同性电影有点看多了，觉得雷同
0,苍白的剧情，稀碎的故事，墨迹的叙述方式，诡异的拍摄角度，并不是一个赏心悦目的电影……(评分好高……瑟瑟发抖不敢吐槽)
0,情形就似睇咗個半鐘AV情節開端，但到完場AV都係冇出現。
0,柴智屏不愧二十年如一日的台湾偶像剧教母，即使8012年了，依旧在拿二十年前的偶像剧式拍法和各种过时老梗制造各种狗血无脑的青春片。由于是轻小说改编，故事偏意淫，屌丝宅男有五个性格各异的霸道美女御姐，从小被各种管教霸凌，唯一能够摆脱姐姐魔掌的居然是找一个女孩谈恋爱，同样的剧情我以为只能在某些番号中才见到，对此我只能表示一本满足，同时感慨台湾商业电影真得没救了！
1,无fuck可说
0,原谅我一个死宅的私心，剧情真的很弱智，但小爱一个的颜值就值得五星啊！！！
0,至少是要比快哥好看好玩的……可能是本年度在电影院开怀大笑次数最多的电影。重拾一次假装少男的机会。
0,一个好的设定输在了什么都想要之后就失去了重点。
